Season,No.,Team,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
2020,30,GSW,Stephen Curry,PG,6-2,185,"March 14, 1988",us,10,Davidson
2020,10,GSW,Jacob Evans,SG,6-4,210,"June 18, 1997",us,1,Cincinnati
2020,23,GSW,Draymond Green,PF,6-6,230,"March 4, 1990",us,7,Michigan State
2020,1,GSW,Damion Lee,SG,6-5,210,"October 21, 1992",us,2,"Drexel, Louisville"
2020,5,GSW,Kevon Looney,C,6-9,222,"February 6, 1996",us,4,UCLA
2020,15,GSW,Mychal Mulder,SF,6-3,184,"June 12, 1994",ca,R,"Vincennes University, Kentucky"
2020,21,GSW,Zach Norvell,SG,6-5,206,"December 9, 1997",us,R,Gonzaga
2020,20,GSW,Jeremy Pargo,PG,6-2,219,"March 17, 1986",us,2,Gonzaga
2020,7,GSW,Eric Paschall,PF,6-6,255,"November 4, 1996",us,R,"Fordham, Villanova"
2020,3,GSW,Jordan Poole,SG,6-4,194,"June 19, 1999",us,R,Michigan
2020,25,GSW,Chasson Randle,PG,6-2,185,"February 5, 1993",us,2,Stanford
2020,22,GSW,Glenn Robinson III,SF,6-6,222,"January 8, 1994",us,5,Michigan
2020,0,GSW,D'Angelo Russell,PG,6-3,193,"February 23, 1996",us,4,Ohio State
2020,6,GSW,Alen Smailagić,C,6-10,215,"August 18, 2000",rs,R,
2020,4,GSW,Omari Spellman,C,6-8,245,"July 21, 1997",us,1,Villanova
2020,95,GSW,Juan Toscano-Anderson,SG,6-6,209,"April 10, 1993",us,R,Marquette
2020,22,GSW,Andrew Wiggins,SF,6-7,197,"February 23, 1995",ca,5,Kansas
2020,33,HOU,Ryan Anderson,C,6-9,240,"May 6, 1988",us,11,California
2020,5,HOU,Bruno Caboclo,C,6-9,218,"September 21, 1995",br,5,
2020,15,HOU,Clint Capela,C,6-10,240,"May 18, 1994",ch,5,
2020,9,HOU,DeMarre Carroll,C,6-6,215,"July 27, 1986",us,10,"Vanderbilt, Missouri"
2020,19,HOU,Tyson Chandler,C,7-0,235,"October 2, 1982",us,18,
2020,6,HOU,Gary Clark,PF,6-6,225,"November 16, 1994",us,1,Cincinnati
2020,3,HOU,Chris Clemons,SG,5-9,180,"July 23, 1997",us,R,Campbell
2020,33,HOU,Robert Covington,C,6-7,209,"December 14, 1990",us,6,Tennessee State
2020,21,HOU,Michael Frazier,SG,6-3,200,"March 8, 1994",us,R,Florida
2020,10,HOU,Eric Gordon,SF,6-3,215,"December 25, 1988",us,11,Indiana
2020,32,HOU,Jeff Green,C,6-8,235,"August 28, 1986",us,11,Georgetown
2020,13,HOU,James Harden,SG,6-5,220,"August 26, 1989",us,10,Arizona State
2020,55,HOU,Isaiah Hartenstein,C,7-0,250,"May 5, 1998",us,1,
2020,4,HOU,Danuel House Jr.,SF,6-6,220,"June 7, 1993",us,3,Texas A&M
2020,52,HOU,William Howard,PF,6-8,207,"October 25, 1993",fr,R,
2020,12,HOU,Luc Mbah a Moute,PF,6-8,230,"September 9, 1986",cm,11,UCLA
2020,16,HOU,Ben McLemore,SF,6-3,195,"February 11, 1993",us,6,Kansas
2020,25,HOU,Austin Rivers,SG,6-4,200,"August 1, 1992",us,7,Duke
2020,18,HOU,Thabo Sefolosha,PF,6-6,215,"May 2, 1984",ch,13,
2020,17,HOU,P.J. Tucker,PF,6-5,245,"May 5, 1985",us,8,Texas
2020,0,HOU,Russell Westbrook,PG,6-4,200,"November 12, 1988",us,11,UCLA
2020,37,LAL,Kostas Antetokounmpo,PF,6-10,200,"November 20, 1997",gr,1,Dayton
2020,11,LAL,Avery Bradley,SG,6-3,180,"November 26, 1990",us,9,Texas
2020,12,LAL,Devontae Cacok,C,6-7,240,"October 8, 1996",us,R,UNC Wilmington
2020,1,LAL,Kentavious Caldwell-Pope,SG,6-5,204,"February 18, 1993",us,6,Georgia
2020,4,LAL,Alex Caruso,PG,6-5,186,"February 28, 1994",us,2,Texas A&M
2020,"2, 28",LAL,Quinn Cook,PG,6-1,180,"March 23, 1993",us,3,Duke
2020,30,LAL,Troy Daniels,SG,6-4,200,"July 15, 1991",us,6,VCU
2020,3,LAL,Anthony Davis,PF,6-10,253,"March 11, 1993",us,7,Kentucky
2020,10,LAL,Jared Dudley,PF,6-6,237,"July 10, 1985",us,12,Boston College
2020,14,LAL,Danny Green,SG,6-6,215,"June 22, 1987",us,10,UNC
2020,5,LAL,Talen Horton-Tucker,SG,6-4,234,"November 25, 2000",us,R,Iowa State
2020,39,LAL,Dwight Howard,C,6-10,265,"December 8, 1985",us,15,
2020,23,LAL,LeBron James,PG,6-9,250,"December 30, 1984",us,16,
2020,0,LAL,Kyle Kuzma,PF,6-9,221,"July 24, 1995",us,2,Utah
2020,7,LAL,JaVale McGee,C,7-0,270,"January 19, 1988",us,11,Nevada
2020,88,LAL,Markieff Morris,PF,6-9,245,"September 2, 1989",us,8,Kansas
2020,21,LAL,Zach Norvell,SG,6-5,206,"December 9, 1997",us,R,Gonzaga
2020,9,LAL,Rajon Rondo,PG,6-1,180,"February 22, 1986",us,13,Kentucky
2020,21,LAL,J.R. Smith,SG,6-6,225,"September 9, 1985",us,15,
2020,18,LAL,Dion Waiters,SG,6-3,215,"December 10, 1991",us,7,Syracuse
2020,34,MIL,Giannis Antetokounmpo,PF,6-11,242,"December 6, 1994",gr,6,
2020,43,MIL,Thanasis Antetokounmpo,SF,6-7,219,"July 18, 1992",gr,1,
2020,17,MIL,Dragan Bender,C,7-0,225,"November 17, 1997",ba,3,
2020,6,MIL,Eric Bledsoe,PG,6-1,214,"December 9, 1989",us,9,Kentucky
2020,23,MIL,Sterling Brown,SF,6-5,219,"February 10, 1995",us,2,SMU
2020,24,MIL,Pat Connaughton,SG,6-5,209,"January 6, 1993",us,4,Notre Dame
2020,0,MIL,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,1,Villanova
2020,3,MIL,George Hill,PG,6-4,188,"May 4, 1986",us,11,IUPUI
2020,7,MIL,Ersan İlyasova,PF,6-9,235,"May 15, 1987",tr,11,
2020,26,MIL,Kyle Korver,SF,6-7,212,"March 17, 1981",us,16,Creighton
2020,11,MIL,Brook Lopez,C,7-1,282,"April 1, 1988",us,11,Stanford
2020,42,MIL,Robin Lopez,C,7-1,281,"April 1, 1988",us,11,Stanford
2020,15,MIL,Frank Mason III,PG,5-11,190,"April 3, 1994",us,2,Kansas
2020,9,MIL,Wesley Matthews,SG,6-5,220,"October 14, 1986",us,10,Marquette
2020,22,MIL,Khris Middleton,SF,6-7,222,"August 12, 1991",us,7,Texas A&M
2020,20,MIL,Marvin Williams,PF,6-8,237,"June 19, 1986",us,14,UNC
2020,5,MIL,D.J. Wilson,PF,6-10,231,"February 19, 1996",us,2,Michigan
2020,0,NYK,Kadeem Allen,PG,6-1,200,"January 15, 1993",us,2,Arizona
2020,9,NYK,RJ Barrett,SG,6-6,214,"June 14, 2000",ca,R,Duke
2020,17,NYK,Ignas Brazdeikis,SF,6-6,221,"January 8, 1999",lt,R,Michigan
2020,25,NYK,Reggie Bullock,SG,6-6,205,"March 16, 1991",us,6,UNC
2020,21,NYK,Damyean Dotson,SG,6-5,210,"May 6, 1994",us,2,"Oregon, Houston"
2020,2,NYK,Wayne Ellington,SG,6-4,207,"November 29, 1987",us,10,UNC
2020,67,NYK,Taj Gibson,C,6-9,232,"June 24, 1985",us,10,USC
2020,3,NYK,Maurice Harkless,SF,6-7,220,"May 11, 1993",us,7,St. John's
2020,20,NYK,Kevin Knox,SF,6-7,215,"August 11, 1999",us,1,Kentucky
2020,13,NYK,Marcus Morris,SF,6-8,218,"September 2, 1989",us,8,Kansas
2020,11,NYK,Frank Ntilikina,PG,6-4,200,"July 28, 1998",be,2,
2020,6,NYK,Elfrid Payton,PG,6-3,195,"February 22, 1994",us,5,Louisiana
2020,1,NYK,Bobby Portis,PF,6-10,250,"February 10, 1995",us,4,Arkansas
2020,30,NYK,Julius Randle,PF,6-8,250,"November 29, 1994",us,5,Kentucky
2020,23,NYK,Mitchell Robinson,C,7-0,240,"April 1, 1998",us,1,Western Kentucky
2020,5,NYK,Dennis Smith Jr.,PG,6-2,205,"November 25, 1997",us,2,NC State
2020,14,NYK,Allonzo Trier,SG,6-4,200,"January 17, 1996",us,1,Arizona
2020,43,PHI,Jonah Bolden,C,6-8,220,"January 2, 1996",au,1,UCLA
2020,23,PHI,Trey Burke,PG,6-0,185,"November 12, 1992",us,6,Michigan
2020,20,PHI,Alec Burks,SG,6-6,214,"July 20, 1991",us,8,Colorado
2020,21,PHI,Joel Embiid,C,7-0,280,"March 16, 1994",cm,3,Kansas
2020,11,PHI,James Ennis III,SF,6-6,215,"July 1, 1990",us,5,Cal State Long Beach
2020,12,PHI,Tobias Harris,PF,6-8,226,"July 15, 1992",us,8,Tennessee
2020,42,PHI,Al Horford,C,6-9,240,"June 3, 1986",do,12,Florida
2020,30,PHI,Furkan Korkmaz,SG,6-7,202,"July 24, 1997",tr,2,
2020,18,PHI,Shake Milton,SG,6-5,205,"September 26, 1996",us,1,SMU
2020,19,PHI,Raul Neto,PG,6-1,180,"May 19, 1992",br,4,
2020,9,PHI,Kyle O'Quinn,C,6-9,250,"March 26, 1990",us,7,Norfolk State
2020,14,PHI,Norvel Pelle,C,6-10,231,"February 3, 1993",ag,R,
2020,0,PHI,Josh Richardson,SG,6-5,200,"September 15, 1993",us,4,Tennessee
2020,40,PHI,Glenn Robinson III,SF,6-6,222,"January 8, 1994",us,5,Michigan
2020,1,PHI,Mike Scott,PF,6-7,237,"July 16, 1988",us,7,Virginia
2020,35,PHI,Marial Shayok,SG,6-5,198,"July 26, 1995",ca,R,"Virginia, Iowa State"
2020,25,PHI,Ben Simmons,PG,6-10,240,"July 20, 1996",au,2,LSU
2020,5,PHI,Zhaire Smith,SF,6-3,205,"June 4, 1999",us,1,Texas Tech
2020,22,PHI,Matisse Thybulle,SG,6-5,201,"March 4, 1997",us,R,Washington
2020,22,PHO,Deandre Ayton,C,7-0,250,"July 23, 1998",bs,1,Arizona
2020,46,PHO,Aron Baynes,C,6-10,260,"December 9, 1986",nz,7,Washington State
2020,43,PHO,Jonah Bolden,C,6-8,220,"January 2, 1996",au,1,UCLA
2020,1,PHO,Devin Booker,SG,6-6,206,"October 30, 1996",us,4,Kentucky
2020,25,PHO,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,1,Villanova
2020,4,PHO,Jevon Carter,PG,6-1,200,"September 14, 1995",us,1,West Virginia
2020,14,PHO,Cheick Diallo,C,6-8,219,"September 13, 1996",ml,3,Kansas
2020,12,PHO,Jared Harper,PG,5-10,175,"September 14, 1997",us,R,Auburn
2020,10,PHO,Ty Jerome,SG,6-5,195,"July 8, 1997",us,R,Virginia
2020,23,PHO,Cameron Johnson,PF,6-8,210,"March 3, 1996",us,R,"Pitt, UNC"
2020,16,PHO,Tyler Johnson,PG,6-3,186,"May 7, 1992",us,5,Fresno State
2020,8,PHO,Frank Kaminsky,C,7-0,240,"April 4, 1993",us,4,Wisconsin
2020,0,PHO,Jalen Lecque,SG,6-4,185,"June 13, 2000",us,R,
2020,2,PHO,Elie Okobo,PG,6-3,190,"October 23, 1997",fr,1,
2020,3,PHO,Kelly Oubre Jr.,SF,6-7,203,"December 9, 1995",us,4,Kansas
2020,41,PHO,Tariq Owens,PF,6-10,205,"June 30, 1995",us,R,"Tennessee, St. John's, Texas Tech"
2020,15,PHO,Cameron Payne,SG,6-3,183,"August 8, 1994",us,4,Murray State
2020,11,PHO,Ricky Rubio,PG,6-2,190,"October 21, 1990",es,8,
2020,20,PHO,Dario Šarić,PF,6-10,225,"April 8, 1994",hr,3,
2020,10,POR,Jaylen Adams,PG,6-0,225,"May 4, 1996",us,1,St. Bonaventure
2020,0,POR,Carmelo Anthony,PF,6-7,238,"May 29, 1984",us,16,Syracuse
2020,8,POR,Trevor Ariza,SF,6-8,215,"June 30, 1985",us,15,UCLA
2020,24,POR,Kent Bazemore,SF,6-4,195,"July 1, 1989",us,7,Old Dominion
2020,4,POR,Moses Brown,C,7-2,245,"October 13, 1999",us,R,UCLA
2020,33,POR,Zach Collins,PF,6-11,250,"November 19, 1997",us,2,Gonzaga
2020,35,POR,Wenyen Gabriel,PF,6-9,205,"March 26, 1997",sd,R,Kentucky
2020,44,POR,Mario Hezonja,PF,6-8,220,"February 25, 1995",hr,4,
2020,6,POR,Jaylen Hoard,PF,6-8,216,"March 30, 1999",fr,R,Wake Forest
2020,5,POR,Rodney Hood,SF,6-8,208,"October 20, 1992",us,5,"Mississippi State, Duke"
2020,17,POR,Skal Labissière,C,6-10,235,"March 18, 1996",ht,3,Kentucky
2020,0,POR,Damian Lillard,PG,6-2,195,"July 15, 1990",us,7,Weber State
2020,9,POR,Nassir Little,PF,6-5,220,"February 11, 2000",us,R,UNC
2020,3,POR,CJ McCollum,SG,6-3,190,"September 19, 1991",us,6,Lehigh
2020,27,POR,Jusuf Nurkić,C,7-0,290,"August 23, 1994",ba,5,
2020,1,POR,Anfernee Simons,SG,6-3,181,"June 8, 1999",us,1,
2020,50,POR,Caleb Swanigan,PF,6-9,260,"April 18, 1997",us,2,Purdue
2020,43,POR,Anthony Tolliver,PF,6-8,240,"June 1, 1985",us,11,Creighton
2020,2,POR,Gary Trent Jr.,SF,6-5,209,"January 18, 1999",us,1,Duke
2020,21,POR,Hassan Whiteside,C,7-0,265,"June 13, 1989",us,7,Marshall
2021,13,ATL,Bogdan Bogdanović,SG,6-5,220,"August 18, 1992",rs,3,
2021,15,ATL,Clint Capela,C,6-10,240,"May 18, 1994",ch,6,
2021,20,ATL,John Collins,PF,6-9,235,"September 23, 1997",us,3,Wake Forest
2021,32,ATL,Kris Dunn,PG,6-3,205,"March 18, 1994",us,4,Providence
2021,24,ATL,Bruno Fernando,C,6-9,240,"August 15, 1998",ao,1,Maryland
2021,8,ATL,Danilo Gallinari,PF,6-10,233,"August 8, 1988",it,11,
2021,0,ATL,Brandon Goodwin,PG,6-0,180,"October 2, 1995",us,2,"Central Florida, Florida Gulf Coast"
2021,18,ATL,Solomon Hill,PF,6-6,226,"March 18, 1991",us,7,Arizona
2021,3,ATL,Kevin Huerter,SG,6-7,190,"August 27, 1998",us,2,Maryland
2021,12,ATL,De'Andre Hunter,SF,6-8,225,"December 2, 1997",us,1,Virginia
2021,1,ATL,Nathan Knight,PF,6-8,253,"September 20, 1997",us,R,William & Mary
2021,4,ATL,Skylar Mays,SG,6-4,205,"September 5, 1997",us,R,LSU
2021,17,ATL,Onyeka Okongwu,C,6-8,235,"December 11, 2000",us,R,USC
2021,22,ATL,Cam Reddish,SF,6-8,218,"September 1, 1999",us,1,Duke
2021,7,ATL,Rajon Rondo,PG,6-1,180,"February 22, 1986",us,14,Kentucky
2021,19,ATL,Tony Snell,SG,6-6,213,"November 10, 1991",us,7,New Mexico
2021,6,ATL,Lou Williams,PG,6-2,175,"October 27, 1986",us,15,
2021,11,ATL,Trae Young,PG,6-1,164,"September 19, 1998",us,2,Oklahoma
2021,7,BOS,Jaylen Brown,SG,6-6,223,"October 24, 1996",us,4,California
2021,4,BOS,Carsen Edwards,SG,5-11,200,"March 12, 1998",us,1,Purdue
2021,99,BOS,Tacko Fall,C,7-6,311,"December 10, 1995",sn,1,Central Florida
2021,94,BOS,Evan Fournier,SF,6-6,205,"October 29, 1992",fr,8,
2021,43,BOS,Javonte Green,SF,6-4,205,"July 23, 1993",us,1,Radford
2021,40,BOS,Luke Kornet,C,7-2,250,"July 15, 1995",us,3,Vanderbilt
2021,45,BOS,Romeo Langford,SG,6-5,216,"October 25, 1999",us,1,Indiana
2021,26,BOS,Aaron Nesmith,SF,6-5,215,"October 16, 1999",us,R,Vanderbilt
2021,37,BOS,Semi Ojeleye,PF,6-6,240,"December 5, 1994",us,3,"Duke, SMU"
2021,20,BOS,Jabari Parker,PF,6-8,245,"March 15, 1995",us,6,Duke
2021,11,BOS,Payton Pritchard,SG,6-1,195,"January 28, 1998",us,R,Oregon
2021,36,BOS,Marcus Smart,PG,6-3,220,"March 6, 1994",us,6,Oklahoma State
2021,0,BOS,Jayson Tatum,SF,6-8,210,"March 3, 1998",us,3,Duke
2021,55,BOS,Jeff Teague,PG,6-3,195,"June 10, 1988",us,11,Wake Forest
2021,27,BOS,Daniel Theis,C,6-8,245,"April 4, 1992",de,3,
2021,13,BOS,Tristan Thompson,PF,6-9,254,"March 13, 1991",ca,9,Texas
2021,20,BOS,Moritz Wagner,C,6-11,245,"April 26, 1997",de,2,Michigan
2021,8,BOS,Kemba Walker,PG,6-0,184,"May 8, 1990",us,9,UConn
2021,51,BOS,Tremont Waters,PG,5-10,175,"January 10, 1998",us,1,LSU
2021,12,BOS,Grant Williams,PF,6-6,236,"November 30, 1998",us,1,Tennessee
2021,44,BOS,Robert Williams,C,6-9,237,"October 17, 1997",us,2,Texas A&M
2021,5,CHI,Al-Farouq Aminu,PF,6-8,220,"September 21, 1990",us,10,Wake Forest
2021,51,CHI,Ryan Arcidiacono,PG,6-3,195,"March 26, 1994",us,3,Villanova
2021,7,CHI,Troy Brown Jr.,SF,6-6,215,"July 28, 1999",us,2,Oregon
2021,34,CHI,Wendell Carter Jr.,C,6-10,270,"April 16, 1999",us,2,Duke
2021,3,CHI,Devon Dotson,PG,6-2,185,"August 2, 1999",us,R,Kansas
2021,6,CHI,Cristiano Felício,C,6-11,270,"July 7, 1992",br,5,
2021,12,CHI,Daniel Gafford,C,6-10,234,"October 1, 1998",us,1,Arkansas
2021,11,CHI,Javonte Green,SG,6-4,205,"July 23, 1993",us,1,Radford
2021,15,CHI,Chandler Hutchison,SF,6-6,210,"April 26, 1996",us,2,Boise State
2021,2,CHI,Luke Kornet,C,7-2,250,"July 15, 1995",us,3,Vanderbilt
2021,8,CHI,Zach LaVine,SG,6-5,200,"March 10, 1995",us,6,UCLA
2021,24,CHI,Lauri Markkanen,PF,7-0,240,"May 22, 1997",fi,3,Arizona
2021,20,CHI,Adam Mokoka,SG,6-4,190,"July 18, 1998",fr,1,
2021,22,CHI,Otto Porter Jr.,SF,6-8,198,"June 3, 1993",us,7,Georgetown
2021,31,CHI,Tomáš Satoranský,SG,6-7,210,"October 30, 1991",cz,4,
2021,17,CHI,Garrett Temple,SG,6-5,195,"May 8, 1986",us,10,LSU
2021,27,CHI,Daniel Theis,C,6-8,245,"April 4, 1992",de,3,
2021,45,CHI,Denzel Valentine,SG,6-4,220,"November 16, 1993",us,3,Michigan State
2021,9,CHI,Nikola Vučević,C,6-10,260,"October 24, 1990",ch,9,USC
2021,0,CHI,Coby White,PG,6-5,195,"February 16, 2000",us,1,UNC
2021,"9, 44",CHI,Patrick Williams,PF,6-7,215,"August 26, 2001",us,R,Florida State
2021,21,CHI,Thaddeus Young,PF,6-8,235,"June 21, 1988",us,13,Georgia Tech
2021,31,CLE,Jarrett Allen,C,6-11,243,"April 21, 1998",us,3,Texas
2021,24,CLE,Marques Bolden,C,6-10,249,"April 17, 1998",us,1,Duke
2021,4,CLE,Quinn Cook,PG,6-1,180,"March 23, 1993",us,4,Duke
2021,18,CLE,Matthew Dellavedova,PG,6-3,200,"September 8, 1990",au,7,Saint Mary's
2021,21,CLE,Damyean Dotson,SG,6-5,210,"May 6, 1994",us,3,"Oregon, Houston"
2021,3,CLE,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn
2021,1,CLE,Dante Exum,SG,6-5,214,"July 13, 1995",au,5,
2021,5,CLE,Yogi Ferrell,PG,6-0,178,"May 9, 1993",us,4,Indiana
2021,10,CLE,Darius Garland,PG,6-1,192,"January 26, 2000",us,1,Vanderbilt
2021,55,CLE,Isaiah Hartenstein,C,7-0,250,"May 5, 1998",us,2,
2021,27,CLE,Mfiondu Kabengele,PF,6-9,250,"August 14, 1997",ca,1,Florida State
2021,0,CLE,Kevin Love,PF,6-8,251,"September 7, 1988",us,12,UCLA
2021,14,CLE,Thon Maker,C,7-0,221,"February 25, 1997",ss,4,
2021,3,CLE,Jeremiah Martin,PG,6-3,185,"June 19, 1996",us,1,Memphis
2021,6,CLE,JaVale McGee,C,7-0,270,"January 19, 1988",us,12,Nevada
2021,22,CLE,Larry Nance Jr.,PF,6-8,245,"January 1, 1993",us,5,Wyoming
2021,35,CLE,Isaac Okoro,SG,6-5,225,"January 26, 2001",us,R,Auburn
2021,16,CLE,Cedi Osman,SF,6-7,230,"April 8, 1995",mk,3,
2021,12,CLE,Taurean Prince,PF,6-6,218,"March 22, 1994",us,4,Baylor
2021,2,CLE,Collin Sexton,SG,6-3,190,"January 4, 1999",us,2,Alabama
2021,8,CLE,Lamar Stevens,PF,6-6,230,"July 9, 1997",us,R,Penn State
2021,33,CLE,Brodric Thomas,SG,6-5,185,"January 28, 1997",us,R,Truman State University
2021,17,CLE,Anderson Varejão,C,6-11,273,"September 28, 1982",br,13,
2021,32,CLE,Dean Wade,PF,6-9,228,"November 20, 1996",us,1,Kansas State
2021,9,CLE,Dylan Windler,SF,6-6,196,"September 22, 1996",us,R,Belmont
2021,41,DET,Saddiq Bey,SF,6-7,215,"April 9, 1999",us,R,Villanova
2021,25,DET,Tyler Cook,SF,6-8,255,"September 23, 1997",us,1,Iowa
2021,6,DET,Hamidou Diallo,SF,6-5,202,"July 31, 1998",us,2,Kentucky
2021,45,DET,Sekou Doumbouya,PF,6-8,230,"December 23, 2000",gn,1,
2021,8,DET,Wayne Ellington,SG,6-4,207,"November 29, 1987",us,11,UNC
2021,9,DET,Jerami Grant,SF,6-7,210,"March 12, 1994",us,6,Syracuse
2021,23,DET,Blake Griffin,PF,6-9,250,"March 16, 1989",us,10,Oklahoma
2021,7,DET,Killian Hayes,PG,6-5,195,"July 27, 2001",us,R,
2021,5,DET,Frank Jackson,PG,6-3,205,"May 4, 1998",us,2,Duke
2021,20,DET,Josh Jackson,SG,6-8,207,"February 10, 1997",us,3,Kansas
2021,18,DET,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,9,Texas
2021,38,DET,Saben Lee,PG,6-2,183,"June 23, 1999",us,R,Vanderbilt
2021,17,DET,Rodney McGruder,SG,6-4,205,"July 29, 1991",us,4,Kansas State
2021,19,DET,Svi Mykhailiuk,SF,6-7,205,"June 10, 1997",ua,2,Kansas
2021,13,DET,Jahlil Okafor,C,6-10,270,"December 15, 1995",us,5,Duke
2021,24,DET,Mason Plumlee,C,6-10,254,"March 5, 1990",us,7,Duke
2021,25,DET,Derrick Rose,PG,6-3,200,"October 4, 1988",us,11,Memphis
2021,91,DET,Deividas Sirvydis,SG,6-8,190,"June 10, 2000",lt,R,
2021,0,DET,Dennis Smith Jr.,PG,6-2,205,"November 25, 1997",us,3,NC State
2021,28,DET,Isaiah Stewart,C,6-8,250,"May 22, 2001",us,R,Washington
2021,55,DET,Delon Wright,PG,6-5,185,"April 26, 1992",us,5,Utah
2021,26,GSW,Kent Bazemore,SF,6-4,195,"July 1, 1989",us,8,Old Dominion
2021,20,GSW,Jordan Bell,C,6-8,216,"January 7, 1995",us,3,Oregon
2021,32,GSW,Marquese Chriss,PF,6-9,240,"July 2, 1997",us,4,Washington
2021,30,GSW,Stephen Curry,PG,6-2,185,"March 14, 1988",us,11,Davidson
2021,23,GSW,Draymond Green,PF,6-6,230,"March 4, 1990",us,8,Michigan State
2021,1,GSW,Damion Lee,SG,6-5,210,"October 21, 1992",us,3,"Drexel, Louisville"
2021,5,GSW,Kevon Looney,C,6-9,222,"February 6, 1996",us,5,UCLA
2021,2,GSW,Nico Mannion,PG,6-2,190,"March 14, 2001",it,R,Arizona
2021,15,GSW,Mychal Mulder,PG,6-3,184,"June 12, 1994",ca,1,"Vincennes University, Kentucky"
2021,12,GSW,Kelly Oubre Jr.,SF,6-7,203,"December 9, 1995",us,5,Kansas
2021,7,GSW,Eric Paschall,PF,6-6,255,"November 4, 1996",us,1,"Fordham, Villanova"
2021,0,GSW,Gary Payton II,PG,6-2,190,"December 1, 1992",us,4,Oregon State
2021,3,GSW,Jordan Poole,SG,6-4,194,"June 19, 1999",us,1,Michigan
2021,6,GSW,Alen Smailagić,PF,6-10,215,"August 18, 2000",rs,1,
2021,95,GSW,Juan Toscano-Anderson,SG,6-6,209,"April 10, 1993",us,1,Marquette
2021,10,GSW,Brad Wanamaker,PG,6-3,210,"July 25, 1989",us,2,Pitt
2021,22,GSW,Andrew Wiggins,PF,6-7,197,"February 23, 1995",ca,6,Kansas
2021,33,GSW,James Wiseman,C,7-0,240,"March 31, 2001",us,R,Memphis
2021,14,HOU,D.J. Augustin,PG,5-11,183,"November 10, 1987",us,12,Texas
2021,9,HOU,Avery Bradley,SG,6-3,180,"November 26, 1990",us,10,Texas
2021,7,HOU,Armoni Brooks,SG,6-3,195,"June 5, 1998",us,R,Houston
2021,0,HOU,Sterling Brown,SG,6-5,219,"February 10, 1995",us,3,SMU
2021,5,HOU,Bruno Caboclo,PF,6-9,218,"September 21, 1995",br,6,
2021,15,HOU,DeMarcus Cousins,C,6-10,270,"August 13, 1990",us,9,Kentucky
2021,10,HOU,Eric Gordon,SG,6-3,215,"December 25, 1988",us,12,Indiana
2021,13,HOU,James Harden,PG,6-5,220,"August 26, 1989",us,11,Arizona State
2021,4,HOU,Danuel House Jr.,SF,6-6,220,"June 7, 1993",us,4,Texas A&M
2021,55,HOU,DaQuan Jeffries,SG,6-5,230,"August 30, 1997",us,1,"Oral Roberts, Tulsa"
2021,9,HOU,Mason Jones,SG,6-4,200,"July 21, 1998",us,R,"Connors State College, Arkansas"
2021,0,HOU,Rodions Kurucs,SF,6-9,228,"February 5, 1998",lv,2,
2021,33,HOU,Anthony Lamb,SF,6-6,227,"January 20, 1998",us,R,University of Vermont
2021,6,HOU,KJ Martin,SF,6-6,215,"January 6, 2001",us,R,
2021,16,HOU,Ben McLemore,SG,6-3,195,"February 11, 1993",us,7,Kansas
2021,2,HOU,David Nwaba,SF,6-5,219,"January 14, 1993",us,4,Cal Poly
2021,7,HOU,Victor Oladipo,SG,6-3,213,"May 4, 1992",us,7,Indiana
2021,25,HOU,Cameron Oliver,SF,6-8,239,"July 11, 1996",us,R,Nevada
2021,41,HOU,Kelly Olynyk,PF,6-11,240,"April 19, 1991",ca,7,Gonzaga
2021,26,HOU,Justin Patton,C,6-11,241,"June 14, 1997",us,3,Creighton
2021,3,HOU,Kevin Porter Jr.,SG,6-4,203,"May 4, 2000",us,1,USC
2021,42,HOU,Cameron Reynolds,SF,6-7,225,"February 7, 1995",us,1,Tulane
2021,5,HOU,Ray Spalding,C,6-10,215,"March 11, 1997",us,1,Louisville
2021,8,HOU,Jae'Sean Tate,SF,6-4,230,"October 28, 1995",us,R,Ohio State
2021,33,HOU,Brodric Thomas,SG,6-5,185,"January 28, 1997",us,R,Truman State University
2021,20,HOU,Khyri Thomas,SG,6-3,210,"May 8, 1996",us,2,Creighton
2021,17,HOU,P.J. Tucker,PF,6-5,245,"May 5, 1985",us,9,Texas
2021,1,HOU,John Wall,PG,6-3,210,"September 6, 1990",us,9,Kentucky
2021,0,HOU,D.J. Wilson,PF,6-10,231,"February 19, 1996",us,3,Michigan
2021,35,HOU,Christian Wood,C,6-8,214,"September 27, 1995",us,4,UNLV
2021,37,LAL,Kostas Antetokounmpo,PF,6-10,200,"November 20, 1997",gr,2,Dayton
2021,12,LAL,Devontae Cacok,PF,6-7,240,"October 8, 1996",us,1,UNC Wilmington
2021,1,LAL,Kentavious Caldwell-Pope,SG,6-5,204,"February 18, 1993",us,7,Georgia
2021,4,LAL,Alex Caruso,PG,6-5,186,"February 28, 1994",us,3,Texas A&M
2021,2,LAL,Quinn Cook,PG,6-1,180,"March 23, 1993",us,4,Duke
2021,3,LAL,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky
